상호,주소,1등_배출횟수,구글맵링크
황금 복권방,경기 용인시 기흥구 상하동 483-1번지 어정프라자 103호,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EA%B8%B0%ED%9D%A5%EA%B5%AC%20%EC%83%81%ED%95%98%EB%8F%99%20483-1%EB%B2%88%EC%A7%80%20%EC%96%B4%EC%A0%95%ED%94%84%EB%9D%BC%EC%9E%90%20103%ED%98%B8
로또복권방,경기 평택시 지산로37번길 76,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%EC%A7%80%EC%82%B0%EB%A1%9C37%EB%B2%88%EA%B8%B8%2076
복권세상,서울 양천구 신월로 187 1층,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EC%8B%A0%EC%9B%94%EB%A1%9C%20187%201%EC%B8%B5
세븐일레븐부산온천장역점,부산 동래구 중앙대로 1520 북쪽출구 빵집,2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%8F%99%EB%9E%98%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%8C%80%EB%A1%9C%201520%20%EB%B6%81%EC%AA%BD%EC%B6%9C%EA%B5%AC%20%EB%B9%B5%EC%A7%91
행운예감,충북 충주시 국원대로 5 1층,2,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%20%EC%B6%A9%EC%A3%BC%EC%8B%9C%20%EA%B5%AD%EC%9B%90%EB%8C%80%EB%A1%9C%205%201%EC%B8%B5
버스카드충전소,서울 서초구 신반포로 205 6동쇼핑앞,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%8B%A0%EB%B0%98%ED%8F%AC%EB%A1%9C%20205%206%EB%8F%99%EC%87%BC%ED%95%91%EC%95%9E
KOREA마트,경북 구미시 임은길 64,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EC%9E%84%EC%9D%80%EA%B8%B8%2064
복권왕국,경기 부천시 경인로216번길 7 1층,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EA%B2%BD%EC%9D%B8%EB%A1%9C216%EB%B2%88%EA%B8%B8%207%201%EC%B8%B5
복권명당율하점,대구 동구 율하동로23길 37,2,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%8F%99%EA%B5%AC%20%EC%9C%A8%ED%95%98%EB%8F%99%EB%A1%9C23%EA%B8%B8%2037
월드복권방,경남 통영시 북신시장1길 12 월드마트 내,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%ED%86%B5%EC%98%81%EC%8B%9C%20%EB%B6%81%EC%8B%A0%EC%8B%9C%EC%9E%A51%EA%B8%B8%2012%20%EC%9B%94%EB%93%9C%EB%A7%88%ED%8A%B8%20%EB%82%B4
GS25(청담중앙점),서울 강남구 청담동 21-9,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%B2%AD%EB%8B%B4%EB%8F%99%2021-9
대박복권방,경기 부천시 고리울로 51 고강빌딩1층,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EB%B6%80%EC%B2%9C%EC%8B%9C%20%EA%B3%A0%EB%A6%AC%EC%9A%B8%EB%A1%9C%2051%20%EA%B3%A0%EA%B0%95%EB%B9%8C%EB%94%A91%EC%B8%B5
로또슈퍼,광주 서구 상일로 37 모아제일아파트상가1층102호,2,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EC%84%9C%EA%B5%AC%20%EC%83%81%EC%9D%BC%EB%A1%9C%2037%20%EB%AA%A8%EC%95%84%EC%A0%9C%EC%9D%BC%EC%95%84%ED%8C%8C%ED%8A%B8%EC%83%81%EA%B0%801%EC%B8%B5102%ED%98%B8
평택로또판매,경기 평택시 비전5로 7 중앙프라자 105호,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8F%89%ED%83%9D%EC%8B%9C%20%EB%B9%84%EC%A0%845%EB%A1%9C%207%20%EC%A4%91%EC%95%99%ED%94%84%EB%9D%BC%EC%9E%90%20105%ED%98%B8
힘찬슈퍼 복권방,인천 부평구 장제로 112,2,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EC%9E%A5%EC%A0%9C%EB%A1%9C%20112
주공슈퍼,경기 고양시 일산동구 장백로 59 주공아파트단지상가,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EB%8F%99%EA%B5%AC%20%EC%9E%A5%EB%B0%B1%EB%A1%9C%2059%20%EC%A3%BC%EA%B3%B5%EC%95%84%ED%8C%8C%ED%8A%B8%EB%8B%A8%EC%A7%80%EC%83%81%EA%B0%80
행복로또,광주 동구 남문로 699 행복로또,2,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EB%8F%99%EA%B5%AC%20%EB%82%A8%EB%AC%B8%EB%A1%9C%20699%20%ED%96%89%EB%B3%B5%EB%A1%9C%EB%98%90
단골집편의점,서울 강동구 구천면로 194,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B5%AC%EC%B2%9C%EB%A9%B4%EB%A1%9C%20194
GS25(계산동경),인천 계양구 계산동 1076-7번지도쿄프라자1층2호,2,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EA%B3%84%EC%96%91%EA%B5%AC%20%EA%B3%84%EC%82%B0%EB%8F%99%201076-7%EB%B2%88%EC%A7%80%EB%8F%84%EC%BF%84%ED%94%84%EB%9D%BC%EC%9E%901%EC%B8%B52%ED%98%B8
로또복권방,서울 강남구 강남대로122길 50 103호,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EA%B0%95%EB%82%A8%EB%8C%80%EB%A1%9C122%EA%B8%B8%2050%20103%ED%98%B8
굳프렌즈일산현대-24시편의점,경기 고양시 일산서구 일청로 40-1 1층,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EC%9D%BC%EC%82%B0%EC%84%9C%EA%B5%AC%20%EC%9D%BC%EC%B2%AD%EB%A1%9C%2040-1%201%EC%B8%B5
대한민국마트,대전 유성구 전민로46번길 40,2,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%9C%A0%EC%84%B1%EA%B5%AC%20%EC%A0%84%EB%AF%BC%EB%A1%9C46%EB%B2%88%EA%B8%B8%2040
행운복권방,서울 중랑구 면목동 183-26번지,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%A4%91%EB%9E%91%EA%B5%AC%20%EB%A9%B4%EB%AA%A9%EB%8F%99%20183-26%EB%B2%88%EC%A7%80
성원마트,경남 창원시 성산구 대정로 73 성원1차상가120호 이마트24,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%84%B1%EC%82%B0%EA%B5%AC%20%EB%8C%80%EC%A0%95%EB%A1%9C%2073%20%EC%84%B1%EC%9B%901%EC%B0%A8%EC%83%81%EA%B0%80120%ED%98%B8%20%EC%9D%B4%EB%A7%88%ED%8A%B824
현대25시편의점,경기 고양시 덕양구 지도로 75 101호,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%20%EC%A7%80%EB%8F%84%EB%A1%9C%2075%20101%ED%98%B8
천하명당복권방,경기 수원시 팔달구 효원로 36,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%ED%8C%94%EB%8B%AC%EA%B5%AC%20%ED%9A%A8%EC%9B%90%EB%A1%9C%2036
아로마포미둔산점,대전 서구 둔지로 15 경희빌딩1층,2,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%84%9C%EA%B5%AC%20%EB%91%94%EC%A7%80%EB%A1%9C%2015%20%EA%B2%BD%ED%9D%AC%EB%B9%8C%EB%94%A91%EC%B8%B5
성진,경기 성남시 수정구 모란로 91,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%88%98%EC%A0%95%EA%B5%AC%20%EB%AA%A8%EB%9E%80%EB%A1%9C%2091
플러스하나,전남 순천시 비봉길 6 상가동 1층 107호,2,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EC%88%9C%EC%B2%9C%EC%8B%9C%20%EB%B9%84%EB%B4%89%EA%B8%B8%206%20%EC%83%81%EA%B0%80%EB%8F%99%201%EC%B8%B5%20107%ED%98%B8
로또복권방,인천 부평구 광장로 16 지하 2층 223호,2,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EB%B6%80%ED%8F%89%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%A1%9C%2016%20%EC%A7%80%ED%95%98%202%EC%B8%B5%20223%ED%98%B8
현대슈퍼,광주 서구 쌍촌동 970-24번지,2,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EC%84%9C%EA%B5%AC%20%EC%8C%8D%EC%B4%8C%EB%8F%99%20970-24%EB%B2%88%EC%A7%80
CN마트,울산 동구 대학길 42,2,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%8F%99%EA%B5%AC%20%EB%8C%80%ED%95%99%EA%B8%B8%2042
복권명당,경기 안산시 상록구 건건로 41,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EC%83%81%EB%A1%9D%EA%B5%AC%20%EA%B1%B4%EA%B1%B4%EB%A1%9C%2041
천하명당,"경기 안양시 동안구 부림로 121 제125,제126",2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%96%91%EC%8B%9C%20%EB%8F%99%EC%95%88%EA%B5%AC%20%EB%B6%80%EB%A6%BC%EB%A1%9C%20121%20%EC%A0%9C125%2C%EC%A0%9C126
온라인복권방,서울 동대문구 용두동 9-2번지,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%9A%A9%EB%91%90%EB%8F%99%209-2%EB%B2%88%EC%A7%80
타임마트,대전 서구 동서대로 696 프라임빌딩2차 1층 102호,2,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%84%9C%EA%B5%AC%20%EB%8F%99%EC%84%9C%EB%8C%80%EB%A1%9C%20696%20%ED%94%84%EB%9D%BC%EC%9E%84%EB%B9%8C%EB%94%A92%EC%B0%A8%201%EC%B8%B5%20102%ED%98%B8
원당역복권방,경기 고양시 덕양구 성사동 410-17번지,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%8B%9C%20%EB%8D%95%EC%96%91%EA%B5%AC%20%EC%84%B1%EC%82%AC%EB%8F%99%20410-17%EB%B2%88%EC%A7%80
대학도슈퍼,부산 사상구 가야대로 366-1,2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%20%EA%B0%80%EC%95%BC%EB%8C%80%EB%A1%9C%20366-1
태양슈퍼마켓,부산 해운대구 신반송로 171 삼한115호,2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%ED%95%B4%EC%9A%B4%EB%8C%80%EA%B5%AC%20%EC%8B%A0%EB%B0%98%EC%86%A1%EB%A1%9C%20171%20%EC%82%BC%ED%95%9C115%ED%98%B8
럭키뱅크,대전 동구 계족로 491,2,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EB%8F%99%EA%B5%AC%20%EA%B3%84%EC%A1%B1%EB%A1%9C%20491
돈돈복권방,대전 서구 계룡로 560,2,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%84%9C%EA%B5%AC%20%EA%B3%84%EB%A3%A1%EB%A1%9C%20560
동명로또,부산 사상구 사상로 90 1층 동명로또,2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%20%EC%82%AC%EC%83%81%EB%A1%9C%2090%201%EC%B8%B5%20%EB%8F%99%EB%AA%85%EB%A1%9C%EB%98%90
우리들마트,"부산 동래구 온천장로119번길 20 10호(온천동, 온천아파트 점포)",2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%8F%99%EB%9E%98%EA%B5%AC%20%EC%98%A8%EC%B2%9C%EC%9E%A5%EB%A1%9C119%EB%B2%88%EA%B8%B8%2020%2010%ED%98%B8%28%EC%98%A8%EC%B2%9C%EB%8F%99%2C%20%EC%98%A8%EC%B2%9C%EC%95%84%ED%8C%8C%ED%8A%B8%20%EC%A0%90%ED%8F%AC%29
왕대박복권,대구 달성군 옥포면 본리리 2414-3번지,2,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%8B%AC%EC%84%B1%EA%B5%B0%20%EC%98%A5%ED%8F%AC%EB%A9%B4%20%EB%B3%B8%EB%A6%AC%EB%A6%AC%202414-3%EB%B2%88%EC%A7%80
대박행진 복권랜드.커피에 반하다,경기 파주시 금빛로 22 금촌프라자107호,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EA%B8%88%EB%B9%9B%EB%A1%9C%2022%20%EA%B8%88%EC%B4%8C%ED%94%84%EB%9D%BC%EC%9E%90107%ED%98%B8
유연마트,대전 동구 계족로 88,2,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EB%8F%99%EA%B5%AC%20%EA%B3%84%EC%A1%B1%EB%A1%9C%2088
로또복권삼주봉황,경북 경산시 진량읍 봉회리 57번지,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EA%B2%BD%EC%82%B0%EC%8B%9C%20%EC%A7%84%EB%9F%89%EC%9D%8D%20%EB%B4%89%ED%9A%8C%EB%A6%AC%2057%EB%B2%88%EC%A7%80
노다지복권방,서울 양천구 월정로 137 1층,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EC%9B%94%EC%A0%95%EB%A1%9C%20137%201%EC%B8%B5
CU(달동초이스점),울산 남구 달동 1309-1번지,2,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EB%8B%AC%EB%8F%99%201309-1%EB%B2%88%EC%A7%80
GS25(대구교대),대구 남구 대명동 2007-6번지,2,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%20%EB%82%A8%EA%B5%AC%20%EB%8C%80%EB%AA%85%EB%8F%99%202007-6%EB%B2%88%EC%A7%80
선봉로또,울산 남구 삼산동 1468-6번지 CU판매점 내,2,https://www.google.com/maps/search/?api=1&query=%EC%9A%B8%EC%82%B0%20%EB%82%A8%EA%B5%AC%20%EC%82%BC%EC%82%B0%EB%8F%99%201468-6%EB%B2%88%EC%A7%80%20CU%ED%8C%90%EB%A7%A4%EC%A0%90%20%EB%82%B4
화천복권방,강원 화천군 화천읍 하리 43-28번지,2,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EC%9B%90%20%ED%99%94%EC%B2%9C%EA%B5%B0%20%ED%99%94%EC%B2%9C%EC%9D%8D%20%ED%95%98%EB%A6%AC%2043-28%EB%B2%88%EC%A7%80
삼성소비자슈퍼,대전 중구 선화서로 128-1,2,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%A0%84%20%EC%A4%91%EA%B5%AC%20%EC%84%A0%ED%99%94%EC%84%9C%EB%A1%9C%20128-1
조치원복권방,세종 조치원로 9-1,2,https://www.google.com/maps/search/?api=1&query=%EC%84%B8%EC%A2%85%20%EC%A1%B0%EC%B9%98%EC%9B%90%EB%A1%9C%209-1
구례로또,전남 구례군 로터리길 2-1,2,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EA%B5%AC%EB%A1%80%EA%B5%B0%20%EB%A1%9C%ED%84%B0%EB%A6%AC%EA%B8%B8%202-1
로또정량점,경남 통영시 통영해안로 395,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%ED%86%B5%EC%98%81%EC%8B%9C%20%ED%86%B5%EC%98%81%ED%95%B4%EC%95%88%EB%A1%9C%20395
무지개복권,경기 오산시 현충로 95,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%98%A4%EC%82%B0%EC%8B%9C%20%ED%98%84%EC%B6%A9%EB%A1%9C%2095
경남슈퍼행운복권방,서울 양천구 목3동 606-13번지,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EB%AA%A93%EB%8F%99%20606-13%EB%B2%88%EC%A7%80
육사구(6/49)복권방,"경기 용인시 처인구 남곡로 47 상가동 115,116호",2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%9A%A9%EC%9D%B8%EC%8B%9C%20%EC%B2%98%EC%9D%B8%EA%B5%AC%20%EB%82%A8%EA%B3%A1%EB%A1%9C%2047%20%EC%83%81%EA%B0%80%EB%8F%99%20115%2C116%ED%98%B8
로또수락산점,서울 노원구 동일로 1689 대덕하이베라스101호,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EB%8F%99%EC%9D%BC%EB%A1%9C%201689%20%EB%8C%80%EB%8D%95%ED%95%98%EC%9D%B4%EB%B2%A0%EB%9D%BC%EC%8A%A4101%ED%98%B8
복권방,부산 부산진구 당감서로 84 202호,2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%B6%80%EC%82%B0%EC%A7%84%EA%B5%AC%20%EB%8B%B9%EA%B0%90%EC%84%9C%EB%A1%9C%2084%20202%ED%98%B8
운천점(복권나라),광주 서구 운천로 153 1층,2,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EC%84%9C%EA%B5%AC%20%EC%9A%B4%EC%B2%9C%EB%A1%9C%20153%201%EC%B8%B5
복권파티,서울 송파구 오금로 516,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EC%98%A4%EA%B8%88%EB%A1%9C%20516
천하명당우만점,경기 수원시 팔달구 월드컵로369번길 4,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%ED%8C%94%EB%8B%AC%EA%B5%AC%20%EC%9B%94%EB%93%9C%EC%BB%B5%EB%A1%9C369%EB%B2%88%EA%B8%B8%204
천하명당복권방,전북 익산시 선화로 130,2,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%B6%81%20%EC%9D%B5%EC%82%B0%EC%8B%9C%20%EC%84%A0%ED%99%94%EB%A1%9C%20130
삼계복권전문점,경남 창원시 마산회원구 경남대로 915 1층,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EB%A7%88%EC%82%B0%ED%9A%8C%EC%9B%90%EA%B5%AC%20%EA%B2%BD%EB%82%A8%EB%8C%80%EB%A1%9C%20915%201%EC%B8%B5
티켓몰,경기 김포시 사우중로 15,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EC%82%AC%EC%9A%B0%EC%A4%91%EB%A1%9C%2015
로또나라,경기 파주시 자유로 2212,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%ED%8C%8C%EC%A3%BC%EC%8B%9C%20%EC%9E%90%EC%9C%A0%EB%A1%9C%202212
금진슈퍼,전남 여수시 서교동 464번지,2,https://www.google.com/maps/search/?api=1&query=%EC%A0%84%EB%82%A8%20%EC%97%AC%EC%88%98%EC%8B%9C%20%EC%84%9C%EA%B5%90%EB%8F%99%20464%EB%B2%88%EC%A7%80
복권세계,서울 구로구 우마길 4,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B5%AC%EB%A1%9C%EA%B5%AC%20%EC%9A%B0%EB%A7%88%EA%B8%B8%204
로또7일레븐 태화점,경북 안동시 태화동 175-3번지,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EB%B6%81%20%EC%95%88%EB%8F%99%EC%8B%9C%20%ED%83%9C%ED%99%94%EB%8F%99%20175-3%EB%B2%88%EC%A7%80
진흥슈퍼,서울 강남구 논현로150길 31,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EB%85%BC%ED%98%84%EB%A1%9C150%EA%B8%B8%2031
역전복권방,충남 예산군 아리랑로 7,2,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%98%88%EC%82%B0%EA%B5%B0%20%EC%95%84%EB%A6%AC%EB%9E%91%EB%A1%9C%207
교통카드충전소,서울 금천구 시흥대로 398,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B8%88%EC%B2%9C%EA%B5%AC%20%EC%8B%9C%ED%9D%A5%EB%8C%80%EB%A1%9C%20398
구포라인점,부산 북구 구포동 700-148번지,2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%B6%81%EA%B5%AC%20%EA%B5%AC%ED%8F%AC%EB%8F%99%20700-148%EB%B2%88%EC%A7%80
슈퍼복권나라,부산 부산진구 범일로142번길 31 1층 복권방,2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EB%B6%80%EC%82%B0%EC%A7%84%EA%B5%AC%20%EB%B2%94%EC%9D%BC%EB%A1%9C142%EB%B2%88%EA%B8%B8%2031%201%EC%B8%B5%20%EB%B3%B5%EA%B6%8C%EB%B0%A9
동키호테편의점,광주 서구 풍금로38번길 23,2,https://www.google.com/maps/search/?api=1&query=%EA%B4%91%EC%A3%BC%20%EC%84%9C%EA%B5%AC%20%ED%92%8D%EA%B8%88%EB%A1%9C38%EB%B2%88%EA%B8%B8%2023
굿타임24아산석정점(구드림통신),충남 아산시 충무로 230 1층,2,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%82%A8%20%EC%95%84%EC%82%B0%EC%8B%9C%20%EC%B6%A9%EB%AC%B4%EB%A1%9C%20230%201%EC%B8%B5
주택복권사랑방,서울 관악구 난곡로 363-1,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B4%80%EC%95%85%EA%B5%AC%20%EB%82%9C%EA%B3%A1%EB%A1%9C%20363-1
베스트올원당,인천 서구 원당동 824-2골든벨프라자102호,2,https://www.google.com/maps/search/?api=1&query=%EC%9D%B8%EC%B2%9C%20%EC%84%9C%EA%B5%AC%20%EC%9B%90%EB%8B%B9%EB%8F%99%20824-2%EA%B3%A8%EB%93%A0%EB%B2%A8%ED%94%84%EB%9D%BC%EC%9E%90102%ED%98%B8
천하명당복권방(행운을주는사람들),부산 사상구 광장로38번길 25,2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%20%EA%B4%91%EC%9E%A5%EB%A1%9C38%EB%B2%88%EA%B8%B8%2025
로또복권판매소,서울 마포구 마포대로 44 진도빌딩앞,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EB%A7%88%ED%8F%AC%EA%B5%AC%20%EB%A7%88%ED%8F%AC%EB%8C%80%EB%A1%9C%2044%20%EC%A7%84%EB%8F%84%EB%B9%8C%EB%94%A9%EC%95%9E
팡팡사동복권방,경기 안산시 상록구 석호로 189 101호,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%82%B0%EC%8B%9C%20%EC%83%81%EB%A1%9D%EA%B5%AC%20%EC%84%9D%ED%98%B8%EB%A1%9C%20189%20101%ED%98%B8
우리로또,경기 김포시 김포대로 1421,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EA%B9%80%ED%8F%AC%EC%8B%9C%20%EA%B9%80%ED%8F%AC%EB%8C%80%EB%A1%9C%201421
단대대박복권방,경기 성남시 중원구 산성대로372번길 14,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EC%A4%91%EC%9B%90%EA%B5%AC%20%EC%82%B0%EC%84%B1%EB%8C%80%EB%A1%9C372%EB%B2%88%EA%B8%B8%2014
베네시티앞가판,서울 강동구 올림픽로 664 대우베네시티cafe7gram앞,2,https://www.google.com/maps/search/?api=1&query=%EC%84%9C%EC%9A%B8%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EC%98%AC%EB%A6%BC%ED%94%BD%EB%A1%9C%20664%20%EB%8C%80%EC%9A%B0%EB%B2%A0%EB%84%A4%EC%8B%9C%ED%8B%B0cafe7gram%EC%95%9E
복터진날,경기 안성시 진사길 31 우림아파트상가 B-03호,2,https://www.google.com/maps/search/?api=1&query=%EA%B2%BD%EA%B8%B0%20%EC%95%88%EC%84%B1%EC%8B%9C%20%EC%A7%84%EC%82%AC%EA%B8%B8%2031%20%EC%9A%B0%EB%A6%BC%EC%95%84%ED%8C%8C%ED%8A%B8%EC%83%81%EA%B0%80%20B-03%ED%98%B8
엑스트라(우주점),부산 사상구 모라로110번길 121 가상가106호,2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%82%AC%EC%83%81%EA%B5%AC%20%EB%AA%A8%EB%9D%BC%EB%A1%9C110%EB%B2%88%EA%B8%B8%20121%20%EA%B0%80%EC%83%81%EA%B0%80106%ED%98%B8
복터진나라,부산 서구 대영로 27 1층 복권판매점,2,https://www.google.com/maps/search/?api=1&query=%EB%B6%80%EC%82%B0%20%EC%84%9C%EA%B5%AC%20%EB%8C%80%EC%98%81%EB%A1%9C%2027%201%EC%B8%B5%20%EB%B3%B5%EA%B6%8C%ED%8C%90%EB%A7%A4%EC%A0%90
